CountryID,CountryName,Region,IncomeLevel,ECIID,Year,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPgrowth,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,GovernmentSpendingToGDP,GovernmentSpendingAnnualGrowth,GovernmentSpending,GovernmentEducationSpendingToGDP,GovernmentEducationSpendingToTotalSpending,GovernmentMilitarySpendingToGDP,GovernmentMilitarySpendingToTotalSpending,GovernmentMilitarySpending,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
PRY,Paraguay,Latin America & Caribbean,Upper middle income,ECI-PRY-2022,2022,-724828156.6,1.601880293,672035411.4,-0.125838098,-52792745.24,41952910858.0,0.176038366,44050193866,9.765566672,8.054460503,8.054460503,-1928659466,-2170819552,73.73790502,10.85241954,11.85912696,-2.164633194,4975248963,3.396199942,24.68515554,0.831483479,3.774192288,365688252.6,100,0.0878,7.1014,0.0001,39.25029356,,6.154444429,22310021648,,,,7.46,,5.28,73.571,67.645,70.475,,99.08000183,99.59839281,64.22060427,,1.8,24.7,23,,,,6.755,14.515,6982.752378
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,ECI-PSE-2022,2022,-390225123.5,1.62179695,310825494.5,-0.414284152,-79399629.06,19165500000.0,4.082760273,28146800000,3.741223919,1.682656527,1.682656527,-7546535709,-8724189309,82.39492839,15.76989995,2.489942867,-9.29222263,3927,,,,,,100,,,,,15.4,,,,,,,,,75.948,71.024,73.444,98,99,98.44464032,80.33018247,94.9177694,,,,29.559,21.603,24.009,24.42,36.134,
PYF,French Polynesia,East Asia & Pacific,High income,ECI-PYF-2022,2022,,0.100794866,5860880,0.100794866,5860880,5814661209.0,4.46607459,7264195622,,1.793611049,1.793611049,,,67.23096626,,31.69711814,,18427698.42,,,,,,100,,0.6191,,43.05963699,7,4.749659388,,,,,,,,85.977,81.329,83.55,,,100,81.81325947,,,,,,,,,,113.4743672
QAT,Qatar,Middle East & North Africa,High income,ECI-QAT-2022,2022,2307692308,0.032285062,76098901.1,1.011326642,2383791209,235709000000.0,4.185009713,1.48537E+11,4.995275537,25.87691737,25.87691737,97444780220,87172802198,100.2136472,30.43094337,12.87673827,,335167281.4,,,6.962166119,26.88689986,1541287913,100,0.0018,14.0773,,,,54.36462047,,,,,,,,83.101,80.626,81.559,,,99.98897214,96.65481606,,,,,,,,0.13,0.54,3.64
ROU,Romania,Europe & Central Asia,High income,ECI-ROU-2022,2022,-9303199865,3.872901254,11477511659,0.733759196,2174527357,296354000000.0,3.965307663,3.16801E+11,13.79548874,12.09196246,12.09196246,-33614107501,-19923067834,93.62156249,21.53667758,16.73578754,-1.434436191,49597235775,,,1.724874287,4.684535815,5187965337,100,0.8554,20.7484,0.0049,30.11582928,,5.825066979,,,,,3.94,,,79.3,71.5,75.30487805,,,99.99999797,82.07232484,,,,,1.678,13.728,5.206,5.614,22.793,4.688475
RUS,Russian Federation,Europe & Central Asia,High income,ECI-RUS-2022,2022,26714525588,-1.756417945,-39800944227,-0.577504403,-13086418639,2266030000000.0,-2.069711525,2.0061E+12,,16.71527406,16.71527406,3.15567E+11,2.93494E+11,43.25870482,5.28131445,17.17768233,2.814861177,3.89237E+11,4.542755737,,4.693483648,12.94421453,12366636460,100,5.9681,257.8949,,49.78433608,,18.17508141,,,,,,,,77.77,67.57,72.54560976,,,97.05159794,76.23310714,,,,,2.597,9.606,4.174,3.867,14.49,68.48494167
RWA,Rwanda,Sub-Saharan Africa,Low income,ECI-RWA-2022,2022,-305101863.4,2.291214906,305101863.4,0.00000751,1000,13316160895.0,8.157733085,15471908404,17.68920956,15.91449751,15.91449751,-1988532474,-1984989565,61.14508,13.20844946,17.32817817,1.585146814,2268117425,4.746231254,12.76613998,1.333854622,4.493889355,176431664.6,50.6,,0.5961,,11.26874747,79.9,0.547563078,8700619334,,,,,,2.68,69.244,64.813,67.129,79,90,65.10087807,,18.40200785,,,,18.746,13.763,26.538,15.084,22.109,1030.3083
SAU,Saudi Arabia,Middle East & North Africa,High income,ECI-SAU-2022,2022,-1093230561,2.530741902,28055082624,2.432125747,26961852063,1108570000000.0,7.485984291,9.20903E+11,2.474073719,17.98394556,17.98394556,2.35292E+11,1.87668E+11,63.51366792,10.55042601,2.82961785,9.345982382,239112,,,6.397422153,22.67224773,792,100,0.2834,139.0687,,0.454484135,,24.4584218,,,,,2.97,,,79.525,76.666,77.905,,,98.64975822,,,,,,7.999,2.492,5.482,5.589,15.921,3.75
SDN,Sudan,Sub-Saharan Africa,Low income,ECI-SDN-2022,2022,-573504494.8,1.110004216,573504494.8,,,51666875363.0,-0.957816591,51437823792,138.8084602,116.8740754,116.8740754,-5627945772,-5666885770,2.698834436,6.078094167,17.85268199,1.911945,9223922953,,,,,,63.2,0.104,12.0293,,9.644127409,,2.788968573,15253037017,,,,,,0.37,68.184,63.048,65.578,,,64.92007532,,10.76258198,,,,22.381,9.672,11.608,7.53,12.414,546.75885
SEN,Senegal,Sub-Saharan Africa,Lower middle income,ECI-SEN-2022,2022,,0.253824628,70105040,0.253824628,70105040,27619479060.0,3.825863637,34888363203,9.696818991,8.727866156,8.727866156,,,80.03307771,,14.95759362,1.471254369,411689385.4,5.987539768,22.47999549,1.538156254,5.722227674,42113743.85,67.9,0.0071,3.5414,,41.49046902,,1.631263497,27008279130,,,,9.86,,7.27,70.2,65.473,67.913,57.66999817,78.13999939,86.24977383,26.69259042,22.24600595,,,,8.414,4.006,6.398,2.837,3.909,623.7597009
SGP,Singapore,East Asia & Pacific,High income,ECI-SGP-2022,2022,-96533413926,29.8437976,1.48764E+11,10.47803144,52230319149,498475000000.0,3.838076785,2.99225E+11,6.12106004,13.47813801,13.47813801,1.50514E+11,1.92076E+11,332.9813699,126.6992424,9.446424372,-1.855118518,47882529.98,2.488919973,1.732593536,2.577718633,15.58336152,123437243.7,100,,6.0305,0.0415,21.18384401,,12.74555962,,,,,0.45,,,85.2,80.7,82.89512195,,,100,100,,,,,3.384,4.186,4.448,3.591,8.434,1.378666667
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,ECI-SLB-2022,2022,-38366300.18,2.599582143,40718832.69,0.150190983,2352532.508,1566360686.0,2.402481436,1789975856,5.518129286,2.016612072,2.016612072,-205382499.2,-353282085.9,78.03593096,18.44274706,29.18861795,-11.99583271,45719936.38,8.487378124,25.78161812,,,,76,,0.2055,,90.08610218,50.1,0.898131528,350089295,,,,1.27,,0.73,72.358,69.294,70.742,,,,,,,,,,,,,,8.155528698
SLE,Sierra Leone,Sub-Saharan Africa,Low income,ECI-SLE-2022,2022,-293970572.8,4.129300497,293970572.8,,,7119137322.0,5.313554614,7937586522,27.20828838,26.95242766,26.95242766,-594470978.9,-818449220.2,45.06679379,4.286636837,6.685699913,-0.663177547,475964157.8,8.539184573,29.37286949,0.685622766,2.332952392,28961.13488,29.4,,0.5417,,34.57218066,71.6,0.836868614,1346915582,,,,,,1.71,61.693,59.115,60.411,48.63999939,73.45999908,65.34011789,10.26241864,17.83658224,,,,,,,,,14.04764979
SLV,El Salvador,Latin America & Caribbean,Upper middle income,ECI-SLV-2022,2022,-141595476.6,0.032026181,10244829.51,-0.410612947,-131350647.1,31988920000.0,2.799552169,39930050000,7.198616156,7.143242839,7.143242839,-9568722114,-8020395515,88.15474233,22.183422,17.95193347,-1.268616346,574262,3.256342686,,1.411247815,5.266232237,458494,100,0.1885,4.1464,,27.74517375,,1.993975147,17974147508,24798671491,22268665526,2530005965,11.83,,11.24,75.813,66.837,71.475,,98.26999664,98.59315999,,,5.5,26.6,23.9,5.189,2.601,3.978,2.999,7.701,1
SMR,San Marino,Europe & Central Asia,High income,ECI-SMR-2022,2022,-20281751.55,,,,,1831700577.0,7.898441458,1384973886,,2.764673523,2.764673523,404388410.2,446726807.7,370.4360718,94.96400408,17.98528929,-0.126951968,313193852.6,3.431818485,7.458471298,,,,100,,,,16.66666667,,,,,,,3.02,,,,,,100,100,100,100,,,,,6.54,4.12,5.66,4.91,15.75,0.950915534
SOM,Somalia,Sub-Saharan Africa,Low income,ECI-SOM-2022,2022,,,,,,10202767270.0,2.727114296,15854697740,,7.914166411,7.914166411,,,90.75989116,,7.436548634,12.17659184,758733750,,,,15.794125,1137177,48.9,,0.4784,,9.287627124,95.4,1.817918618,2311352699,,,,,,0.2,58.233,54.072,56.107,54,71,58.25950307,,25.09764012,,54.4,,,,,,,
SRB,Serbia,Europe & Central Asia,Upper middle income,ECI-SRB-2022,2022,-4500108361,6.904815809,4612248812,0.167881046,112140450.4,66797564758.0,2.630986444,73770485035,11.98151173,10.51592195,10.51592195,-9913465149,-7490310170,131.9376424,31.08505976,18.35613763,1.375329235,12261452922,3.239389896,7.449689865,2.711341294,6.235385117,1723486852,100,,,,32.38581639,,,39445411880,,,,4,,8.98,78.12,72.97,75.48219512,,,95.67813708,75.0752476,,,,,5.748,9.314,9.398,8.439,23.293,111.6621833
SSD,South Sudan,Sub-Saharan Africa,Low income,ECI-SSD-2022,2022,,,,,,,,,-6.687320942,,,926851600,-590878300,,62.96147007,,,,,,4.152769923,5.796973966,52445647.17,8.4,,,,11.32562151,,,,,,,,,,57.047,54.036,55.567,,,41.18659285,,5.6,,,,,,,,,534.5111887
STP,S�o Tom� and Pr�ncipe,Sub-Saharan Africa,Lower middle income,ECI-STP-2022,2022,-126588229.2,23.43601511,126744196,0.028839494,155966.7242,540809499.2,0.168698492,,18.00563511,15.78065099,15.78065099,-142877125.4,-122344817.2,,23.9823714,,,,5.155985876,17.86328565,,,,78,,0.1167,,52.77083333,42.5,1.293829124,339148940.2,,,,,,1.45,71.938,66.054,68.794,93.75,98.18000031,77.34111653,36.30069182,58.0579084,,,,,,,,,23.29040395
SUR,Suriname,Latin America & Caribbean,Upper middle income,ECI-SUR-2022,2022,-3351403.63,-0.245419019,-9305315.37,-0.333809165,-12656719,3791603200.0,2.406222356,,52.44602728,49.42328374,49.42328374,755225417.1,258026533.2,,20.65494575,,,,3.434684595,1.955436765,,,,99,,0.8306,0.0002,94.52387398,,5.870685726,3396057595,,,,,,11.03,73.577,67.189,70.289,,,97.99301334,55.79615202,72.11623285,2.1,,21.7,,,,,,24.70917476
SVK,Slovak Republic,Europe & Central Asia,High income,ECI-SVK-2022,2022,-2781042661,4.163842415,4827084866,1.764914668,2046041140,115929000000.0,0.449673875,1.22822E+11,12.77414636,7.488947307,7.488947307,-7596399802,-6953404616,203.8509467,22.03699349,2.493124413,-4.568335748,23757395416,,,1.885696698,4.277394354,285664762.3,100,0.1302,7.5374,,40.05615641,,8.374204124,,72584401488,65188785196,7395616292,2.57,,,80.6,73.7,77.06585366,,,99.78710806,99.18472988,,,,,2.385,40.621,5.613,6.143,19.941,0.949623753
SVN,Slovenia,Europe & Central Asia,High income,ECI-SVN-2022,2022,-1348969666,3.638372278,2180392923,1.387377154,831423257,59927702746.0,2.699237557,58881529463,8.833698867,6.517151015,6.517151015,-2287936160,1352093115,186.219595,32.82574726,19.52191389,-0.544838251,1169854162,,,1.292127759,2.747129864,775156293.4,100,0.0027,5.382,0.0055,61.27019229,,8.126980279,,,,,2.73,,,84.1,78.6,81.28292683,,,99.5,98.27432091,,,12.7,,2.653,9.165,4.461,4.011,10.08,0.949623753
SWE,Sweden,Europe & Central Asia,High income,ECI-SWE-2022,2022,14539210845,8.266901162,47939405794,10.77411244,62478616639,579896000000.0,1.459288508,5.68846E+11,8.369290989,5.781937149,5.781937149,23563763165,14101779761,105.8550153,35.09311574,25.32396533,-0.13223387,14685259393,,,1.364276885,2.759872815,772247944.8,100,0.0159,13.6122,0.156,68.69966608,,4.780230956,,,,,1.43,,,84.8,81.5,83.1097561,,,99.73887987,99.73887987,,,16.1,,3.375,24.684,5.659,7.392,21.737,10.11425128
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,ECI-SWZ-2022,2022,-35061312.44,0.284327761,13350248.3,-0.462392767,-21711064.14,4695372785.0,-0.067619258,,,9.765898531,9.765898531,60008122.54,-193678628.9,,8.16766894,,,,5.692659723,16.62931625,1.645121394,5.426924771,743152.5783,82.3,,0.8269,,29.06860465,64.7,2.661542993,967039345.7,,,,,,1.97,60.599,52.647,56.36,90.74701691,98.65985107,73.46720192,,,,,,,,,,,16.36228306
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,ECI-SXM-2022,2022,-15238747.28,1.111283845,17081418.58,0.119880608,1842671.296,1537088715.0,9.800001111,,,3.460836118,3.460836118,-875870019.6,54478509.87,,91.11672201,,,,4.184413795,22.61136366,,,,100,,,,10.88235294,,,,,,,,,,77.141,71.958,74.409,,,,,,,,,,,,,,1.79
SYC,Seychelles,Sub-Saharan Africa,High income,ECI-SYC-2022,2022,-226352433.7,9.224018125,189827389.3,-1.77481065,-36525044.45,2057968520.0,14.97685133,2251399379,2.626036329,1.522390942,1.522390942,-730791907.4,-50785647.2,186.1721117,130.6339665,19.5934319,-12.89322233,43162295.82,4.741351929,,1.332924743,3.757172534,251654.1149,100,,0.6857,,73.26086957,1.9,10.8593737,,,,,,,,76,71.8,73.84878049,,,96.41884356,,,,,,,,,,,14.27279453
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,ECI-SYR-2022,2022,,,,,,23622827080.0,0.732781302,,,112.1436535,112.1436535,,,35.60946808,,2.723323585,-49.41593732,64332621.25,,,,,,89,0.0392,4.9323,,2.819315371,,1.790036075,3497976517,,,,,,0.05,76.117,68.671,72.3,,,94.07793298,,84.41615089,,,39.9,,,,,,2505.746911
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,ECI-TCA-2022,2022,,,,,,1228794383.0,6.199999486,,,10.64030185,10.64030185,,,,,,,,4.19913826,12.57886551,,,,99.9,,0.034,,11.07368421,0.8,2.29676969,,,,,,,,77.986,72.165,74.925,,,98.80354177,47.08507718,94.97670485,,,,,,,,,1
TCD,Chad,Sub-Saharan Africa,Low income,ECI-TCD-2022,2022,,,,,,12396807588.0,2.804340748,11291344772,5.788026878,15.14512189,15.14512189,,,89.72294937,,4.571727995,-1.548956315,52159595.91,2.538672924,16.72261474,2.748179613,14.59581123,331746766.5,11.7,,1.0252,,3.249241105,70,4.932654635,2290013626,,,,,,3.44,54.769,51.3,52.997,27.28000069,36.06999969,51.99515252,6.247048605,26.2004732,80.9,,41.4,,,,,,623.7597009
TGO,Togo,Sub-Saharan Africa,Low income,ECI-TGO-2022,2022,,-0.664254219,-54266090,-0.664254219,-54266090,8169476149.0,5.759542515,9336864807,7.967573616,4.155813151,4.155813151,,,65.48778501,,12.92694558,7.221758644,15663735.67,3.798119366,14.47581959,5.441922623,15.94491178,33668323.3,57.2,,1.3336,0.0002,22.12447141,,1.152662486,2442536312,,,,15.16,,3.01,62.227,60.946,61.588,,,70.99071606,19.41779043,17.33833398,,,,7.068,1.738,5.587,1.965,3.365,623.7597009
THA,Thailand,East Asia & Pacific,Upper middle income,ECI-THA-2022,2022,-4049298760,2.391795941,11854822038,1.574820679,7805523278,495645000000.0,2.462769341,4.96195E+11,6.077412284,4.766995787,4.766995787,13543168237,-10328988609,132.856382,20.53303849,17.722576,0.133776352,8784198758,2.611872888,11.18556827,1.244545775,5.112988547,639556.6375,99.9,2.1495,78.8804,0.0186,38.75785394,,6.168401347,127000000000,,,,5.77,,5.6,83.929,75.473,79.68,91.09986877,98.17295837,100,,85.01881918,,,,2.116,0.561,1.153,0.94,5.094,35.06135021
TJK,Tajikistan,Europe & Central Asia,Lower middle income,ECI-TJK-2022,2022,-162037819.5,1.624322875,174022240.5,0.111862536,11984421.01,10713525200.0,8.000000338,14274501805,,8.262272815,8.262272815,-2960170774,-3508137350,65.43551159,7.678910171,1.135716735,-0.719888395,185823457.8,5.715979425,21.35477664,2.259868274,6.973375784,2394283.296,100,0.0394,1.9502,,3.067944376,,2.081736187,5581642769,,,,7.71,,3.57,73.518,69.189,71.288,,,81.93990755,55.29210075,72.95356281,,22.5,,,,,,,11.031075
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,ECI-TKM-2022,2022,,,,,,58972000000.0,6.199999936,,,11.04188283,11.04188283,,,37.36095096,,9.497925477,,5549142857,3.733861587,28.68719376,,,,100,0.864,12.1309,,8.782159045,,13.80557891,4147876659,,,,,,1.95,72.916,65.916,69.41,,,100,94.8805427,,,,,,,,,,
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,ECI-TLS-2022,2022,395383447.1,-12.32263874,-395383447.1,-1.059654166,-34000000,3208594000.0,-20.58424404,2771832800,7.005309454,11.45852631,11.45852631,893649028.2,452593776.4,97.621921,17.50838572,33.19919797,-0.337353633,1623629,,,1.17851957,2.282895415,44311,99.7,,0.3279,0.0002,61.75521184,11.4,1.471852304,246418364.5,,,,0.13,,0.49,70.815,67.435,69.056,,,87.01863599,,,,,,2.343,2.064,3.091,1.537,3.408,1
TON,Tonga,East Asia & Pacific,Upper middle income,ECI-TON-2022,2022,-2503068.339,0.561880376,2911551.97,0.078830445,408483.6316,518180042.2,-2.309860027,697575927.4,10.97136529,2.078029809,2.078029809,-202132010.8,-270380773.1,75.31523094,30.43257626,29.95795933,0.614616687,155236166.3,5.646192738,9.765372276,,,,100,,0.1081,,12.43055556,2.3,3.182536509,165200236.8,,,,,,2.03,74.123,68.581,71.27,,,98.81207614,29.5287017,69.54366217,,,,,,,,,2.327929827
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,ECI-TTO-2022,2022,2267569398,-3.039590494,-913501690.4,4.505532255,1354067707,30053446092.0,1.48223484,,5.828386385,20.81452338,20.81452338,9180947378,6889486545,,13.59232019,,,,2.87974237,9.211994849,0.742178729,2.787378718,21716325.59,100,0.0094,2.4282,,44.31773879,,25.48138277,,,,,,,,78.153,71.307,74.708,,92,98.87517077,,,,,,3.484,5.116,4.448,4.383,10.508,6.754128961
TUN,Tunisia,Middle East & North Africa,Lower middle income,ECI-TUN-2022,2022,-609667499.7,1.442836674,643213141.2,0.07524859,33545641.5,44579761023.0,2.673318218,51491835486,8.306461244,3.054955954,3.054955954,-10598412183,-5198966232,112.441002,26.51463682,2.645994476,-1.159825115,918548113.9,6.849898148,19.97262527,2.473363736,7.461294793,1156186916,100,0.1651,8.1178,,4.542932544,,3.501520793,24209384206,,,,,,9.59,77.408,71.367,74.263,85.21492767,98.16139221,97.18173125,74.30346031,84.26921347,,,,22.373,13.852,13.325,15.301,37.802,3.1036
TUR,T�rkiye,Europe & Central Asia,Upper middle income,ECI-TUR-2022,2022,-8731000000,1.506528748,13666000000,0.544030395,4935000000,907118000000.0,5.533427875,9.43419E+11,72.30883599,96.03619867,96.03619867,-89586000000,-37490000000,81.17012969,14.73016035,11.65321283,4.226223612,1578441778,2.614335889,8.778811455,1.189191679,,1779896285,100,2.269,90.1147,0.0019,29.2768733,,7.046888834,302000000000,,,,15.86,,7.72,81.495,75.38,78.475,,,97.02618824,,,,,,11.397,9.129,12.083,10.465,19.479,16.54886042
TUV,Tuvalu,East Asia & Pacific,Upper middle income,ECI-TUV-2022,2022,,,,,,59065982.09,0.677309361,,,5.54755648,5.54755648,-24057496.69,-55155781.6,,59.58579523,,,,,,,,,100,,,,33.33333333,5.2,0.400320256,,,,,,,,69.391,61.136,64.854,,,99.25616339,8.707100612,93.9566685,,,,,11.654,9.212,7.318,19.963,
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,ECI-TZA-2022,2022,-1437575169,1.897288707,1437575169,,,75769974505.0,4.566005764,78977509266,4.350272043,2.762614833,2.762614833,-6984886919,-4688288596,35.00345171,9.538634934,8.317521811,8.384121455,629235511.1,3.238245138,14.33219451,1.136898427,5.926394995,832234478.7,45.8,0.1299,8.8762,,50.58365319,,1.353459053,24626414620,,,,9.75,,2.68,68.93,64.72,66.782,82.01999664,87.07037354,60.79115703,11.33565253,28.9165331,,,,,,,,,
UGA,Uganda,Sub-Saharan Africa,Low income,ECI-UGA-2022,2022,-2952578039,6.480676163,2952941688,0.000798083,363649.2165,45565333211.0,4.588021922,47809171402,7.19578886,4.922286731,4.922286731,-3672516312,-4963946434,34.50530193,10.91169527,9.787266844,5.151354187,44596731.69,2.561517662,8.482364655,2.368418912,9.655747917,924755885.7,47.1,,3.5522,,11.24771145,90.9,1.121911848,17151895184,25828543533,20382182217,5446361317,18.01,,2.09,65.703,61.486,63.638,80.58999634,91.83000183,59.25960901,18.68142321,30.90419968,,,,,,,,,3689.817386
UKR,Ukraine,Europe & Central Asia,Upper middle income,ECI-UKR-2022,2022,-187000000,0.136428578,221000000,0.020989012,34000000,161990000000.0,-28.75858421,1.88728E+11,20.18363666,34.91528514,34.91528514,-14652000000,-25737000000,87.39651399,27.36041184,39.83635495,31.39182235,6453718933,5.933899879,8.485857989,25.87994357,39.21224722,41183927473,100,2.7472,21.7806,0.0123,16.74490853,,5.273600673,113000000000,,,,5.27,,6.45,73.904,63.525,68.58792683,,,93.58979838,87.62072501,,,,,,,,,,32.3423016
URY,Uruguay,Latin America & Caribbean,High income,ECI-URY-2022,2022,-2777094750,12.36723352,8677430231,8.409266891,5900335481,70164683290.0,4.707257615,66606834252,9.104379831,4.244653551,4.244653551,4079948840,4204800195,58.83361771,16.918255,,,,4.57329948,14.93732124,1.825385366,6.133648843,1297897837,100,0.6299,3.9726,0.0014,11.84436064,,12.4308409,,,,,,,,81.685,74.147,78,99,99.12999725,99.50798062,,,0.2,9.9,21.7,1.608,9.672,7.499,7.877,25.218,41.17108333
USA,United States,North America,High income,ECI-USA-2022,2022,-20472000000,1.572590774,4.08982E+11,1.493873182,3.8851E+11,26006900000000.0,2.51237532,2.69658E+13,8.002799821,7.129480854,7.129480854,-1.17994E+12,-9.4477E+11,26.89168983,6.394293236,13.71379531,-1.162482836,3566532,,,3.343258931,9.323326462,866922,100,6.3487,1699.428,0.0034,33.86692641,,18.14201729,,,,,11.51,,,80.2,74.8,77.43414634,,,99.96411284,97.46838875,,1.5,,19.2,2.321,5.507,4.96,3.65,8.129,1
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,ECI-UZB-2022,2022,-2653238267,2.949419009,2657306384,0.004515318,4068117.525,90095926567.0,6.001342322,1.06546E+11,11.4466437,14.46265635,14.46265635,-11659947358,-14677485308,63.8692534,12.93151567,14.97743374,3.538249247,134945777.4,5.234771729,,,,,100,1.8357,16.6121,,8.49046413,,6.190777601,41295861263,,,,1.51,,7.87,74.293,69.032,71.674,100,100,96.62280996,79.84529824,81.62646596,2.3,14.1,18.9,,,,,,11050.14542
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,ECI-VCT-2022,2022,-71895926.67,7.291372699,70470577.04,-0.147476557,-1425350,966492592.6,7.159832866,,5.660097792,3.404040914,3.404040914,-334415616.7,-259637049.3,,39.15168433,,,,7.295293999,15.22781299,,,,100,,0.0317,,73.17948718,5.1,1.427787468,500646974.4,,,,,,3.61,71.731,66.693,68.972,,,,,,,,,,,,,,2.7
VEN,"Venezuela, RB",Latin America & Caribbean,,ECI-VEN-2022,2022,,,2089000000,,2089000000,,,,,,,,,,,,,,,,0.649886789,,4627333.519,100,0.1221,13.54,0.0177,52.29497194,,5.100978743,,,,,,,,75.655,66.875,71.105,97.59999847,98.73000336,93.33161099,,,,,,,,,,,
VGB,British Virgin Islands,Latin America & Caribbean,High income,ECI-VGB-2022,2022,,,42809379600,,42809379600,,,,,,,,,,,,,,2.484199947,12.21657486,,,,100,,0.0248,,24.13333333,1.3,2.270414155,,,,,,,,79.256,73.622,76.373,,,99.86438356,,,,,,,,,,,
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,ECI-VIR-2022,2022,,,,,,4672000000.0,-1.311232063,,,5.038267261,5.038267261,,,205.6292808,,34.375,-4.433775789,166,,,,,,100,,,,57.74285714,5.9,0.231470502,,,,,,,,83.7,77.1,80.3195122,,,,,,,,,,,,,,1
VNM,Vietnam,East Asia & Pacific,Lower middle income,ECI-VNM-2022,2022,-15226000000,4.362405986,17900000000,0.65168009,2674000000,410324000000.0,8.123514468,3.95093E+11,3.1565075,4.051242317,4.051242317,29398000000,15495000000,183.7895411,9.981136155,8.934138285,3.622,36658916153,2.887386799,15.44934464,,,,100,2.7572,35.0434,0.0506,47.20332196,,4.75147259,107000000000,,,,,,6.72,79.29,69.927,74.58,96,99,97.95681658,57.78141143,88.71177477,1.3,4.3,19.9,2.936,1.101,1.788,1.523,5.999,23271.2125
VUT,Vanuatu,East Asia & Pacific,Lower middle income,ECI-VUT-2022,2022,-9205106.98,1.046251351,10694983.22,0.145749179,1489876.235,1022219298.0,1.916057012,1466270105,6.679305819,11.22551719,11.22551719,-276144342.8,-427259838.7,70.76418159,30.13688217,,,,1.733452988,2.939126553,,,,70,,0.141,,36.28383921,25,2.104163605,374001825.3,,,,,,1.88,73.067,68.316,70.492,,,91.33751629,,75.87976671,,,,,,,,,115.3539167
WSM,Samoa,East Asia & Pacific,Lower middle income,ECI-WSM-2022,2022,-4889535.574,0.57632308,4800455.465,-0.010694594,-89080.10942,832945205.6,-5.3062909,1162272253,10.96188223,5.638377288,5.638377288,-362546607.4,-336624898.6,64.98318033,29.186135,21.76528716,8.638887568,181292915.4,4.887911873,1.775431633,,,,98.3,,0.2303,,57.80935252,35.9,2.953159188,341648094.4,,,,,,4.84,75.333,70.146,72.598,,,99.03761444,62.19171375,71.9643681,,,,3.181,5.118,7.331,5.048,13.391,2.688997647
XKX,Kosovo,Europe & Central Asia,Upper middle income,ECI-XKX-2022,2022,-580579735.5,8.168575412,764162311.4,1.962420932,183582575.8,9354903062.0,4.278498958,12419637486,11.58051045,7.198710755,7.198710755,-4500761805,-3082019864,110.0120316,40.41071636,11.79172877,0.262729192,11314795.8,,,1.144841694,3.988499253,176158.1829,,,,,,,,2175485058,,,,,,3.19,81.742,77.211,79.524,,,,,,,,,10.666,18.374,11.222,12.093,21.322,0.950915534
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,ECI-YEM-2022,2022,,,,,,,,,,,,,,,,,,,,,,,,76,,2.6455,,1.039831809,,0.867935736,5895706366,,,,,,,67.222,60.493,63.72,,,61.7582437,,,,,,,,,,,1115.002387
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,ECI-ZAF-2022,2022,-6864356333,2.270468575,9238990828,0.583562978,2374634495,406920000000.0,1.91147996,3.98186E+11,7.039726613,4.992471384,4.992471384,13903511419,8341479611,64.78300213,7.573504462,18.98927278,0.616926439,77271139487,6.1672617,18.64854425,0.767817564,2.365643584,311121447.4,86.5,1.42,48.1228,,13.99507868,,8.54505429,118000000000,496000000000,276000000000,220000000000,14.14,,6.93,64.181,58.597,61.48,,,94.49208935,,,,,,16.546,39.911,34.626,33.268,61.478,16.35585348
